time,destination,course,heading,speed,status,longitude,latitude
2021-01-04T18:27:01+00:00,KRAMMERSLUIS,159.4,,8.8,undefined,3.96441,51.56573
2021-01-04T18:27:01+00:00,KRAMMERSLUIS,159.4,,8.8,undefined,3.96441,51.56573
2021-01-04T18:27:01+00:00,KRAMMERSLUIS,159.4,,8.8,undefined,3.96441,51.56573
2021-01-04T18:27:01+00:00,KRAMMERSLUIS,159.4,,8.8,undefined,3.96441,51.56573
2021-01-04T18:27:01+00:00,KRAMMERSLUIS,159.4,,8.8,undefined,3.96441,51.56573
2021-01-04T18:27:01+00:00,KRAMMERSLUIS,159.4,,8.8,undefined,3.96441,51.56573
2021-01-04T18:27:01+00:00,KRAMMERSLUIS,159.4,,8.8,undefined,3.96441,51.56573
2021-01-04T19:03:02+00:00,KRAMMERSLUIS,197.4,,4.7,undefined,4.00681,51.50389
2021-01-04T19:03:02+00:00,KRAMMERSLUIS,197.4,,4.7,undefined,4.00681,51.50389
2021-01-04T19:03:02+00:00,KRAMMERSLUIS,197.4,,4.7,undefined,4.00681,51.50389
2021-01-04T19:03:02+00:00,KRAMMERSLUIS,197.4,,4.7,undefined,4.00681,51.50389
2021-01-04T19:03:02+00:00,KRAMMERSLUIS,197.4,,4.7,undefined,4.00681,51.50389
2021-01-04T19:29:32+00:00,KRAMMERSLUIS,194.4,,3.8,undefined,4.00651,51.46718
2021-01-04T19:29:32+00:00,KRAMMERSLUIS,194.4,,3.8,undefined,4.00651,51.46718
2021-01-04T19:29:32+00:00,KRAMMERSLUIS,194.4,,3.8,undefined,4.00651,51.46718
2021-01-04T19:45:41+00:00,KRAMMERSLUIS,191.6,,0.0,undefined,4.00537,51.46488
2021-01-04T19:45:41+00:00,KRAMMERSLUIS,191.6,,0.0,undefined,4.00537,51.46488
2021-01-04T19:45:41+00:00,KRAMMERSLUIS,191.6,,0.0,undefined,4.00537,51.46488
2021-01-04T19:45:41+00:00,KRAMMERSLUIS,191.6,,0.0,undefined,4.00537,51.46488
2021-01-04T19:45:41+00:00,KRAMMERSLUIS,191.6,,0.0,undefined,4.00537,51.46488
2021-01-04T19:45:41+00:00,KRAMMERSLUIS,191.6,,0.0,undefined,4.00537,51.46488
2021-01-04T20:15:01+00:00,KRAMMERSLUIS,206.2,,0.0,undefined,4.00533,51.4649
2021-01-04T20:15:01+00:00,KRAMMERSLUIS,206.2,,0.0,undefined,4.00533,51.4649
2021-01-04T20:15:01+00:00,KRAMMERSLUIS,206.2,,0.0,undefined,4.00533,51.4649
2021-01-04T20:15:01+00:00,KRAMMERSLUIS,206.2,,0.0,undefined,4.00533,51.4649
2021-01-04T20:15:01+00:00,KRAMMERSLUIS,206.2,,0.0,undefined,4.00533,51.4649
2021-01-04T20:15:01+00:00,KRAMMERSLUIS,206.2,,0.0,undefined,4.00533,51.4649
2021-01-05T05:09:51+00:00,KRAMMERSLUIS,78.0,,0.0,undefined,4.00531,51.46494
2021-01-05T05:09:51+00:00,KRAMMERSLUIS,78.0,,0.0,undefined,4.00531,51.46494
2021-01-05T05:09:51+00:00,KRAMMERSLUIS,78.0,,0.0,undefined,4.00531,51.46494
2021-01-05T05:09:51+00:00,KRAMMERSLUIS,78.0,,0.0,undefined,4.00531,51.46494
2021-01-05T05:09:51+00:00,KRAMMERSLUIS,78.0,,0.0,undefined,4.00531,51.46494
2021-01-05T05:09:51+00:00,KRAMMERSLUIS,78.0,,0.0,undefined,4.00531,51.46494
2021-01-05T06:18:22+00:00,KRAMMERSLUIS,80.5,,0.0,undefined,4.00534,51.46491
2021-01-05T06:24:22+00:00,KRAMMERSLUIS,97.1,,0.0,undefined,4.00531,51.46482
2021-01-05T06:24:22+00:00,KRAMMERSLUIS,97.1,,0.0,undefined,4.00531,51.46482
2021-01-05T06:34:02+00:00,KRAMMERSLUIS,151.1,,3.3,undefined,4.00665,51.46395
